ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer_congr,ImageFile_All_list,LabelText_All_list,True_Ans_All_list,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,loop_2_block.thisRepN,loop_2_block.thisTrialN,loop_2_block.thisN,loop_2_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,instr_2.started,instr_2.stopped,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_2.duration,pic2.started,key_resp_recognition.started,pic2.stopped,key_resp_recognition.keys,key_resp_recognition.corr,key_resp_recognition.rt,key_resp_recognition.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
img8.png,КЛУБНИЧИТТО-ХОМЯЧИТТО,Фонологический,Слово рифмуется с  "ветеритто"?,right,,,,0,9,9,7,,,,,38.428090500005055,,,,,,,38.410895699998946,39.84298110000964,space,0.9083556999976281,None,39.84350149999955,42.358751200008555,42.358767600002466,42.37515649999841,42.84296670000185,right,1,0.45644560000800993,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img7.png,кирпичони-саранчони,Перцептивный,Слово написано большими буквами?,left,,,,0,10,10,6,,,,,42.85894510000071,,,,,,,42.84374500000558,43.99309790000552,space,0.632525799999712,None,43.99343889999727,46.508788300008746,46.508803100005025,46.524979699999676,46.97633140000107,right,0,0.4397549999994226,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img10.png,КУВШИНО-ЛОШАДИНО,Перцептивный,Слово написано большими буквами?,right,,,,0,11,11,9,,,,,46.99169039999833,,,,,,,46.977345600011176,48.0933354000008,space,0.5907620000070892,None,48.09369829999923,50.60884749999968,50.608869000003324,50.62529120000545,51.07636510000157,right,1,0.4452452999976231,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img15.png,огурцони-акулони,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,12,12,14,,,,,51.09274190000724,,,,,,,51.077391600003466,52.259715400010464,space,0.6626225000072736,None,52.26012859999901,54.77528250000614,54.77530320000369,54.79177380001056,55.2098343000107,right,1,0.413964199993643,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img11.png,лавашетто-лягушето,Фонологический,Слово рифмуется с "туманетто"?,right,,,,0,13,13,10,,,,,55.225269400005345,,,,,,,55.21048850000079,56.07636880000064,space,0.3422959000017727,None,56.076726600003894,58.59225929999957,58.59227400000964,58.60852829999931,59.5469185999973,right,1,0.9252713000023505,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img5.png,журналетто-кабанетто,Фонологический,Слово рифмуется с "пейзажини"?,left,,,,0,14,14,4,,,,,59.573910000006435,,,,,,,59.54838849999942,60.65950960000919,space,0.5865101000090363,None,60.65995390000171,63.175175700002,63.175190100009786,63.19199240001035,63.55983290000586,right,0,0.3648611999960849,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img2.png,БАНАНОРО-ФАЗАНОРО,Фонологический,Слово рифмуется с "облакоро"?,right,,,,0,15,15,1,,,,,63.57556029999978,,,,,,,63.560547200002475,64.14307570000528,space,0.059392499999376014,None,64.14349509999738,66.65855200000806,66.65856660000281,66.6752986000065,67.17580100000487,right,1,0.4896532999991905,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img4.png,ДИВАНИТТО-ТЮЛЕНИТТО,Перцептивный,Слово написано большими буквами?,right,,,,0,16,16,3,,,,,67.1915100000042,,,,,,,67.17679100000532,67.9595696000033,space,0.25342839999939315,None,67.96008660001098,70.47545610000088,70.47548069999903,70.49171300001035,70.92672000000312,right,1,0.43216530000790954,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img24.png,ШАМПИНЬОРО-ОСЬМИНОРО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,17,17,23,,,,,70.94369179999921,,,,,,,70.92778569999791,71.86021330000949,space,0.41072620000340976,None,71.86073380000016,74.37539590000233,74.37541649999912,74.39169610000681,74.75993900001049,right,1,0.365525000001071,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img14.png,МОНИТОРО-КАМБАЛОРО,Фонологический,Слово рифмуется с "ветеритто"?,left,,,,0,18,18,13,,,,,74.7775202000048,,,,,,,74.76095580001129,75.30974670000433,space,0.033078099993872456,None,75.31011540000327,77.82529930000601,77.82532050000736,77.84190460000536,78.35973890000605,right,0,0.515146999998251,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img23.png,чайничитто-кошачитто,Фонологический,Слово рифмуется с "туманетто"?,left,,,,0,19,19,22,,,,,78.3786487000034,,,,,,,78.36039640000672,79.20969689999765,space,0.3330104000051506,None,79.21006530000886,81.72510940000939,81.72512440000719,81.74191160000919,82.12633490000735,right,0,0.38338040000235196,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img21.png,туалетто-кенгуретто,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,20,20,20,,,,,82.14303410000866,,,,,,,82.12699640000938,82.9429003999976,space,0.2844617999944603,None,82.94343500000832,85.4587334000098,85.45875410000735,85.47497300000396,86.10958590000519,right,1,0.6189231999887852,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img13.png,мандарино-пингвинино,Перцептивный,Слово написано большими буквами?,left,,,,0,21,21,12,,,,,86.12502449999738,,,,,,,86.11058090000006,86.89286120000179,space,0.2568418000009842,None,86.89322900000843,89.40872269999818,89.40874410000106,89.42509220000647,89.92639890000282,right,0,0.4950981000001775,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img1.png,арбузоро-гепардоро,Перцептивный,Слово написано большими буквами?,left,,,,0,22,22,0,,,,,89.94184120000864,,,,,,,89.92712900000333,90.72661740001058,space,0.28336240000498947,None,90.72697070000868,93.2419518000097,93.24196800000209,93.2585098999989,93.69299370000954,right,0,0.4200688000128139,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
img3.png,барахлоро-коалоро,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,23,23,2,,,,,93.7121865000081,,,,,,,93.69402110000374,94.50944150000578,space,0.28386259998660535,None,94.50995659999899,97.0252998000069,97.02532060000522,97.04175250000844,97.6095415000018,right,1,0.5615612000110559,None,,,,,,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.61027530000138,98.35937380000541,space,0.7239147999935085,None,,,,,,,,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img47.png,шкафачетто-собачетто,left,,,,,0,0,0,46,98.41833600000245,,,,,,,,,,,,,,,,,,,,,,,,,,98.37750460000825,98.41833600000245,99.3259601000027,right,0,0.8975279000005685,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img6.png,КАРТОШЕЛЛО-КУКУШЕЛЛО,right,,,,,0,1,1,5,99.36531880000257,,,,,,,,,,,,,,,,,,,,,,,,,,99.32695420000528,99.36531880000257,99.9596462000045,right,0,0.5904766000021482,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img25.png,бамбукони-петушони,left,,,,,0,2,2,24,99.99470409999776,,,,,,,,,,,,,,,,,,,,,,,,,,99.96034659999714,99.99470409999776,100.99311310000485,right,0,0.9883031999925151,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img33.png,кузовелло-жирафелло,left,,,,,0,3,3,32,101.02934280000045,,,,,,,,,,,,,,,,,,,,,,,,,,100.99378420000721,101.02934280000045,101.65977070000372,right,0,0.6263596000062535,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img42.png,ТВОРОЖЕЛЛО-БИЗОНЕЛЛО,left,,,,,0,4,4,41,101.7016231000016,,,,,,,,,,,,,,,,,,,,,,,,,,101.66041009999753,101.7016231000016,102.34299250000913,right,0,0.6305366000015056,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img24.png,ШАМПИНЬОРО-ОСЬМИНОРО,right,,,,,0,5,5,23,102.38169160000689,,,,,,,,,,,,,,,,,,,,,,,,,,102.3439681000018,102.38169160000689,102.99286530000973,right,0,0.6050369000004139,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img29.png,кебабони-жабобони,left,,,,,0,6,6,28,103.12512260000221,,,,,,,,,,,,,,,,,,,,,,,,,,102.99359569999797,103.12512260000221,103.75949570001103,right,0,0.6260989000002155,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img30.png,КЛАВИШОРО-КУКУШОРО,left,,,,,0,7,7,29,103.82364660000894,,,,,,,,,,,,,,,,,,,,,,,,,,103.76054060000752,103.82364660000894,104.34295410000777,right,0,0.5104197000036947,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img3.png,барахлоро-коалоро,right,,,,,0,8,8,2,104.38273530000879,,,,,,,,,,,,,,,,,,,,,,,,,,104.34359220000624,104.38273530000879,104.94310499999847,right,0,0.5591926000051899,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img31.png,книжеллини-журавлини,left,,,,,0,9,9,30,104.98030930000823,,,,,,,,,,,,,,,,,,,,,,,,,,104.94386670000677,104.98030930000823,105.49728380001034,right,0,0.5108964000100968,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,img27.png,желудони-енотони,left,,,,,0,10,10,26,105.5460252000048,,,,,,,,,,,,,,,,,,,,,,,,,,105.50013600000239,105.5460252000048,106.17653840000276,right,0,0.6145882999990135,None,557978,001,2025-05-19_19h28.51.104,con_exp,2023.2.3,59.987678527793946,2025-05-19 19h29.02.053439 +0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.17756240000017,,,,,,,,,,,,,,
